ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,order_value_INR,delivery_time_minutes,status,distance_km,_approx_place,place_type,hour_sin,hour_cos,log_order_value,place_encoded,cluster_kmeans,cluster_dbscan,cluster_hdbscan,predicted_cluster_xgb,pca1,pca2
ORD0011,DP0152,41,3.5,19.064006,72.923972,18.955589,72.860714,2025-01-02,13:56:06,304.0,67.0,Delayed,13.768,Mumbai,Metro,-0.2588190451025208,-0.9659258262890683,5.720311776607412,1,2,0,-1,1,1.3112449294671424,-1.9920715467715107
ORD0012,DP0167,28,3.6,28.966026,76.986837,28.918596,76.987873,2025-10-06,18:40:18,303.0,27.0,Delivered,5.275,Delhi,Metro,-1.0,-1.8369701987210297e-16,5.717027701406222,1,3,0,1,1,-0.7485555267466509,0.2798821319499366
ORD0013,DP0340,32,4.2,18.853543,72.779966,18.896344,72.853998,2025-06-14,12:52:31,498.0,38.0,Delivered,9.128,Mumbai,Metro,1.2246467991473532e-16,-1.0,6.212606095751519,1,2,0,1,1,0.3424611253605927,-0.1682665576981926
ORD0014,DP0380,22,4.8,18.833974,72.86985,18.903983,72.802163,2024-02-18,11:54:22,110.0,35.0,Delivered,10.551,Mumbai,Metro,0.258819045102521,-0.9659258262890682,4.709530201312334,1,4,0,-1,1,-0.8283350709142102,-1.9718833497170407
ORD0015,DP0284,34,4.2,28.648069,76.971833,28.570004,76.905765,2025-10-03,22:16:35,126.0,35.0,Delivered,10.814,Delhi,Metro,-0.5000000000000004,0.8660254037844384,4.844187086458591,1,3,0,-1,1,-0.46600593201625923,-1.4704921472283308
ORD0016,DP0328,35,3.3,28.609362,77.01008,28.696547,77.105671,2025-08-03,22:48:25,283.0,58.0,Delivered,13.453,Delhi,Metro,-0.5000000000000004,0.8660254037844384,5.648974238161206,1,2,0,-1,1,1.2072737088901535,-1.5214354312125289
ORD0017,DP0205,33,5.0,28.857104,76.866822,28.840838,76.774213,2024-12-24,22:39:27,207.0,25.0,Delivered,9.199,Delhi,Metro,-0.5000000000000004,0.8660254037844384,5.337538079701318,1,3,0,-1,1,-0.5224994298635942,-0.6755522764626322
ORD0018,DP0304,27,4.8,28.847267,77.275932,28.979144,77.297207,2024-11-10,14:55:56,523.0,55.0,Delivered,14.81,Delhi,Metro,-0.4999999999999997,-0.8660254037844388,6.261491684321042,1,2,0,1,1,1.9039998586271598,-1.3758312038951577
ORD0019,DP0031,39,4.7,28.434664,77.278581,28.419126,77.229459,2025-06-15,19:22:16,222.0,30.0,Delivered,5.105,Delhi,Metro,-0.9659258262890684,0.2588190451025203,5.407171771460119,1,3,0,-1,1,-0.8877447918465651,-0.22682856118257144
ORD0020,DP0192,36,3.9,13.113898,80.184762,12.992676,80.135456,2024-03-17,21:54:41,156.0,76.0,Delivered,14.499,Chennai,Metro,-0.7071067811865477,0.7071067811865474,5.056245805348308,1,2,-1,-1,1,1.5111458172717773,-2.863547059905256
ORD0021,DP0366,27,4.5,22.88742,88.350031,22.944462,88.460991,2024-09-29,07:38:17,1172.0,46.0,Delivered,13.015,Kolkata,Metro,0.9659258262890683,-0.25881904510252063,7.067319848653476,1,1,-1,-1,1,2.3163719057322907,0.5607141290215061
ORD0022,DP0136,35,4.7,22.454702,88.159523,22.551621,88.10572,2025-10-06,21:17:19,359.0,32.0,Cancelled,12.112,Kolkata,Metro,-0.7071067811865477,0.7071067811865474,5.886104031450156,1,2,0,1,1,0.5586992219625083,-0.6009847142798561
ORD0023,DP0272,24,4.5,19.366414,73.154011,19.292698,73.091693,2025-04-22,22:56:52,440.0,43.0,Delivered,10.485,Mumbai,Metro,-0.5000000000000004,0.8660254037844384,6.089044875446846,1,2,0,1,1,0.9682639948124061,-0.4704783769801575
ORD0024,DP0396,35,4.2,28.96004,77.017545,28.962814,77.022118,2024-09-29,18:26:33,155.0,20.0,Delivered,0.541,Delhi,Metro,-1.0,-1.8369701987210297e-16,5.049856007249537,1,3,-1,-1,1,-2.1504831639563182,0.32227812914693305
ORD0025,DP0047,26,4.8,18.419742,73.914973,18.448587,73.783829,2025-06-04,10:12:21,287.0,32.0,Cancelled,14.201,Pune,Metro,0.49999999999999994,-0.8660254037844387,5.662960480135946,1,2,0,-1,1,0.2613237218216767,-1.411310825705783
ORD0026,DP0288,35,4.1,12.800049,77.763101,12.803672,77.741072,2024-12-04,22:52:28,454.0,15.0,Delivered,2.422,Bengaluru,Metro,-0.5000000000000004,0.8660254037844384,6.12029741895095,1,3,0,-1,1,-1.0877719555019998,1.4801992061662541
ORD0027,DP0340,42,4.0,17.388199,78.233206,17.510315,78.217902,2024-08-17,23:33:12,188.0,53.0,Delivered,13.675,Hyderabad,Metro,-0.25881904510252157,0.9659258262890681,5.241747015059643,1,2,0,-1,1,0.7045346888487564,-1.9077984431186346
ORD0028,DP0344,31,5.0,22.28194,88.478581,22.337819,88.370197,2024-10-01,11:58:43,546.0,46.0,Delivered,12.764,Kolkata,Metro,0.258819045102521,-0.9659258262890682,6.304448802421981,1,2,0,1,1,1.2290227981975113,-0.8707764597130662
ORD0029,DP0053,35,3.5,18.923914,72.933195,18.92703,72.873237,2024-04-14,18:44:00,276.0,25.0,Delivered,6.316,Mumbai,Metro,-1.0,-1.8369701987210297e-16,5.6240175061873385,1,3,0,-1,1,-0.8291144668039252,0.15581056128463644
ORD0030,DP0249,34,4.7,28.473672,76.817959,28.470298,76.857354,2024-07-30,12:22:44,342.0,21.0,Delivered,3.869,Delhi,Metro,1.2246467991473532e-16,-1.0,5.83773044716594,1,4,0,1,1,-1.257767808267641,0.4220979838057649
ORD0031,DP0151,30,3.9,22.773408,88.439988,22.872916,88.418099,2024-03-22,13:10:43,276.0,41.0,Delivered,11.29,Kolkata,Metro,-0.2588190451025208,-0.9659258262890683,5.6240175061873385,1,2,0,1,1,0.15839529023991583,-1.1592080239558975
ORD0032,DP0316,25,5.0,28.525001,77.213933,28.464286,77.168539,2025-08-31,12:13:08,1536.0,39.0,Delivered,8.078,Delhi,Metro,1.2246467991473532e-16,-1.0,7.337587743538596,1,1,-1,-1,1,2.1419761241679565,1.8725337897030268
ORD0033,DP0226,41,2.8,28.652723,77.393334,28.634509,77.500923,2024-07-01,20:11:35,416.0,49.0,Delivered,10.693,Delhi,Metro,-0.8660254037844386,0.5000000000000001,6.0330862217988015,1,2,0,-1,1,0.85683538280242,-0.3989954538217047
ORD0034,DP0078,32,4.4,19.325456,72.665213,19.244818,72.710959,2025-07-27,14:26:45,200.0,40.0,Delivered,10.171,Mumbai,Metro,-0.4999999999999997,-0.8660254037844388,5.303304908059076,1,2,0,1,1,-0.2034593029887638,-1.3747292052005602
ORD0035,DP0297,42,5.0,13.16377,80.375582,13.195104,80.473514,2024-05-06,18:00:22,747.0,70.0,Returned,11.161,Chennai,Metro,-1.0,-1.8369701987210297e-16,6.617402977974478,1,2,0,-1,1,2.504567391607491,-0.6675952995384015
ORD0036,DP0019,28,4.6,28.894856,77.380511,28.956999,77.472594,2025-07-08,10:11:23,179.0,61.0,Delivered,11.316,Delhi,Metro,0.49999999999999994,-0.8660254037844387,5.19295685089021,1,2,0,-1,1,0.41578686505565643,-2.320661949125633
ORD0037,DP0146,30,4.3,12.936318,77.699283,12.851549,77.611016,2024-03-01,12:26:58,486.0,63.0,Delivered,13.431,Bengaluru,Metro,1.2246467991473532e-16,-1.0,6.18826412308259,1,2,0,1,1,1.7256725258067855,-1.4741745162512085
ORD0038,DP0006,32,4.6,28.811919,77.074815,28.856694,77.140554,2025-03-14,14:58:02,107.0,34.0,Delivered,8.111,Delhi,Metro,-0.4999999999999997,-0.8660254037844388,4.68213122712422,1,4,0,1,1,-1.1342719967058958,-1.5450948816041425
ORD0039,DP0013,18,4.1,18.797131,73.073093,18.857424,73.120081,2025-06-12,14:21:25,166.0,34.0,Delivered,8.331,Mumbai,Metro,-0.4999999999999997,-0.8660254037844388,5.117993812416755,1,4,-1,-1,1,-0.7206172815717049,-1.1559844074447023
ORD0040,DP0230,31,4.8,28.478371,77.303811,28.563812,77.331084,2025-03-03,13:04:23,482.0,32.0,Cancelled,9.867,Delhi,Metro,-0.2588190451025208,-0.9659258262890683,6.180016653652572,1,2,0,1,1,0.32250866597428796,-0.22382902663742338
ORD0041,DP0302,18,4.4,28.568353,76.720241,28.557279,76.790924,2025-10-01,07:14:36,704.0,35.0,Delivered,7.012,Delhi,Metro,0.9659258262890683,-0.25881904510252063,6.558197802812269,1,4,-1,-1,1,0.436162554527973,0.6412682509934791
ORD0042,DP0111,31,4.9,28.582763,77.369303,28.56927,77.410375,2024-04-10,11:10:44,474.0,18.0,Delivered,4.282,Delhi,Metro,0.258819045102521,-0.9659258262890682,6.163314804034641,1,4,0,-1,1,-0.9661448802679811,0.8018211745893675
ORD0043,DP0334,30,4.2,28.99832,77.154569,28.89979,77.155554,2025-06-07,13:44:16,387.0,29.0,Delivered,10.956,Delhi,Metro,-0.2588190451025208,-0.9659258262890683,5.961005339623274,1,2,0,1,1,0.07235571154103494,-0.44525311391566275
ORD0044,DP0249,27,3.8,19.409564,72.867089,19.375582,72.929425,2025-02-05,17:22:16,340.0,32.0,Delivered,7.552,Mumbai,Metro,-0.9659258262890683,-0.25881904510252063,5.831882477283517,1,3,0,1,1,-0.1909171329707044,-0.08795601701043698
ORD0045,DP0386,32,3.6,28.546037,77.167341,28.508006,77.229324,2025-02-12,13:02:18,149.0,29.0,Delivered,7.386,Delhi,Metro,-0.2588190451025208,-0.9659258262890683,5.0106352940962555,1,4,0,1,1,-1.305202285839293,-0.8715580888052761
ORD0046,DP0012,30,4.2,28.37991,76.935382,28.277976,77.019384,2024-03-24,09:19:03,254.0,70.0,Delivered,14.003,Delhi,Metro,0.7071067811865476,-0.7071067811865475,5.541263545158426,1,2,0,-1,1,1.2828953633034152,-2.476720989150919
ORD0047,DP0251,31,3.5,28.499078,77.233315,28.548155,77.356519,2025-05-07,13:41:34,304.0,47.0,Delivered,13.216,Delhi,Metro,-0.2588190451025208,-0.9659258262890683,5.720311776607412,1,2,0,1,1,0.6462976988658796,-1.3895079399976709
ORD0048,DP0319,26,4.0,17.426405,78.536185,17.50184,78.523671,2024-11-01,22:59:20,880.0,34.0,Delivered,8.492,Hyderabad,Metro,-0.5000000000000004,0.8660254037844384,6.78105762593618,1,3,0,-1,1,1.2310073707973044,1.1777139109059345
ORD0049,DP0380,29,4.4,18.677588,72.814379,18.722441,72.709562,2025-05-30,16:26:16,534.0,52.0,Delivered,12.114,Mumbai,Metro,-0.8660254037844384,-0.5000000000000004,6.282266746896006,1,2,0,1,1,1.541505229295642,-0.7895891450342044
ORD0050,DP0097,33,4.7,13.147224,77.697122,13.1224,77.699096,2024-07-05,14:57:05,122.0,19.0,Delivered,2.769,Bengaluru,Metro,-0.4999999999999997,-0.8660254037844388,4.812184355372417,1,4,0,-1,1,-2.2196263352370367,-0.35991041485757413
ORD0051,DP0310,28,5.0,28.801012,77.422528,28.92061,77.418867,2025-05-25,12:08:55,527.0,57.0,Delivered,13.303,Delhi,Metro,1.2246467991473532e-16,-1.0,6.269096283706261,1,2,0,1,1,1.689046612345927,-1.3080233178049505
ORD0052,DP0287,29,3.9,12.85916,80.276112,12.821944,80.380418,2024-02-28,20:35:00,321.0,47.0,Delivered,12.042,Chennai,Metro,-0.8660254037844386,0.5000000000000001,5.7745515455444085,1,2,0,1,1,0.9045422660389004,-1.0542981458267753
ORD0053,DP0244,36,3.8,19.154669,72.589548,19.216417,72.624155,2025-01-07,20:05:07,261.0,32.0,Cancelled,7.769,Mumbai,Metro,-0.8660254037844386,0.5000000000000001,5.568344503761097,1,3,0,1,1,-0.3966939550315784,-0.274754997904518
ORD0054,DP0231,18,4.6,12.996441,77.618936,12.99007,77.660189,2025-02-09,21:08:04,644.0,27.0,Delivered,4.525,Bengaluru,Metro,-0.7071067811865477,0.7071067811865474,6.4692503167957724,1,3,-1,-1,1,0.18980750946371594,1.1964190990600523
ORD0055,DP0314,37,4.8,17.24058,78.578947,17.153245,78.572587,2024-09-27,19:49:47,864.0,51.0,Delivered,9.735,Hyderabad,Metro,-0.9659258262890684,0.2588190451025203,6.762729506931879,1,2,0,1,1,1.9414199215630237,0.3511315733348997
ORD0056,DP0223,25,3.5,13.230631,80.207231,13.267907,80.205951,2025-01-03,14:09:00,806.0,26.0,Delivered,4.147,Chennai,Metro,-0.4999999999999997,-0.8660254037844388,6.693323668269949,1,3,0,-1,1,0.009034303021361045,1.6526150866738154
ORD0057,DP0182,42,3.6,28.823506,77.479414,28.854761,77.467736,2024-09-19,20:05:46,233.0,32.0,Delivered,3.657,Delhi,Metro,-0.8660254037844386,0.5000000000000001,5.455321115357702,1,3,-1,-1,1,-1.0887976174485667,0.17344210945704297
ORD0058,DP0368,27,4.7,18.691232,73.793863,18.628152,73.81746,2025-05-12,10:11:58,338.0,32.0,Delivered,7.442,Pune,Metro,0.49999999999999994,-0.8660254037844387,5.82600010738045,1,4,0,1,1,-0.4690494387364162,-0.3801506822833682
ORD0059,DP0129,44,4.0,12.891515,77.34084,12.906755,77.414201,2025-10-07,18:29:27,530.0,45.0,Delivered,8.13,Bengaluru,Metro,-1.0,-1.8369701987210297e-16,6.274762021241939,1,3,0,-1,1,0.7265025968132471,0.0906400064141728
ORD0060,DP0303,35,4.6,13.067325,80.180156,13.094105,80.117053,2025-02-08,21:35:58,831.0,46.0,Delivered,7.455,Chennai,Metro,-0.7071067811865477,0.7071067811865474,6.723832440821209,1,3,0,1,1,1.426915148886238,0.7770942789391135
ORD0061,DP0313,32,4.3,18.847163,72.57496,18.821071,72.614369,2024-10-14,11:44:16,300.0,19.0,Delivered,5.062,Mumbai,Metro,0.258819045102521,-0.9659258262890682,5.707110264748875,1,4,0,1,1,-1.3673879703322513,0.2425027552435367
ORD0062,DP0327,23,4.3,22.625212,88.258894,22.68704,88.15077,2024-03-13,19:20:08,369.0,52.0,Delivered,13.052,Kolkata,Metro,-0.9659258262890684,0.2588190451025203,5.91350300563827,1,2,0,1,1,1.4103076636893108,-1.2834374979682952
ORD0063,DP0206,19,3.3,17.229308,78.337254,17.173101,78.231179,2025-06-07,21:17:09,194.0,60.0,Delivered,12.885,Hyderabad,Metro,-0.7071067811865477,0.7071067811865474,5.272999558563747,1,2,-1,-1,1,1.0075946490700023,-1.9663039941395586
ORD0064,DP0065,34,5.0,13.232704,80.443303,13.283835,80.343678,2024-12-10,09:26:55,182.0,65.0,Delivered,12.19,Chennai,Metro,0.7071067811865476,-0.7071067811865475,5.209486152841421,1,2,0,-1,1,0.6543718205872834,-2.56258096148759
ORD0065,DP0068,30,4.7,12.879275,77.6337,12.765994,77.626391,2024-04-29,20:30:06,742.0,56.0,Delivered,12.621,Bengaluru,Metro,-0.8660254037844386,0.5000000000000001,6.610696044717759,1,2,0,1,1,2.311233856315881,-0.3942999977372789
ORD0066,DP0178,38,4.4,13.256543,80.236682,13.292282,80.330027,2025-07-04,11:44:35,1085.0,52.0,Delayed,10.856,Chennai,Metro,0.258819045102521,-0.9659258262890682,6.990256500493881,1,1,0,-1,1,2.0529173025440235,0.49351520791802705
ORD0067,DP0263,35,4.0,13.111939,77.660133,13.036408,77.72234,2024-08-18,20:42:04,399.0,50.0,Delivered,10.767,Bengaluru,Metro,-0.8660254037844386,0.5000000000000001,5.991464547107982,1,2,0,1,1,1.0240278475811333,-0.724267968911309
ORD0068,DP0334,30,3.6,22.654389,88.458572,22.585207,88.546949,2025-07-05,14:20:36,848.0,45.0,Delivered,11.894,Kolkata,Metro,-0.4999999999999997,-0.8660254037844388,6.744059186311348,1,2,0,1,1,1.6857751663042742,0.24753665763858707
ORD0069,DP0302,36,4.3,12.930763,77.784077,12.979275,77.900592,2024-08-10,08:12:23,541.0,64.0,Delivered,13.73,Bengaluru,Metro,0.8660254037844387,-0.4999999999999998,6.295266001439646,1,2,-1,-1,1,1.7798519317466377,-1.3448486594250812
ORD0070,DP0341,30,4.5,19.00389,72.664388,18.894007,72.646455,2024-02-26,11:13:32,267.0,40.0,Delivered,12.363,Mumbai,Metro,0.258819045102521,-0.9659258262890682,5.5909869805108565,1,2,0,1,1,0.19831422242325125,-1.425435718629932
ORD0071,DP0303,34,4.7,13.007159,80.296881,12.98268,80.293209,2024-09-28,11:03:04,541.0,18.0,Delivered,2.751,Chennai,Metro,0.258819045102521,-0.9659258262890682,6.295266001439646,1,4,0,-1,1,-1.0536666417116511,1.2157327995934044
ORD0072,DP0017,31,4.4,28.63355,77.023375,28.611928,77.098417,2024-12-31,00:58:15,1233.0,33.0,Delivered,7.709,Delhi,Metro,0.0,1.0,7.1180162044653335,1,1,-1,-1,1,1.5982533957951288,1.9325469662073511
ORD0073,DP0241,19,4.8,19.175703,72.598433,19.085015,72.59708,2024-07-16,12:17:42,410.0,43.0,Delivered,10.085,Mumbai,Metro,1.2246467991473532e-16,-1.0,6.018593214496234,1,2,0,-1,1,0.5765965758617964,-0.8381360770957624
ORD0074,DP0121,19,3.4,28.527093,77.376875,28.582978,77.406003,2024-01-12,10:13:00,1256.0,24.0,Delivered,6.834,Delhi,Metro,0.49999999999999994,-0.8660254037844387,7.136483208590247,1,1,-1,-1,1,0.8719044126433851,2.213076761511123
ORD0075,DP0077,34,4.6,18.916223,73.016666,18.873004,72.963309,2025-05-03,13:09:37,67.0,29.0,Delivered,7.389,Mumbai,Metro,-0.2588190451025208,-0.9659258262890683,4.219507705176107,1,4,0,-1,1,-1.7989803019989776,-1.7079853817160937
ORD0076,DP0354,33,4.3,13.22931,77.515611,13.238683,77.405164,2024-01-07,14:29:51,747.0,55.0,Delivered,12.0,Bengaluru,Metro,-0.4999999999999997,-0.8660254037844388,6.617402977974478,1,2,0,1,1,1.9006745174839654,-0.3822134958848796
ORD0077,DP0098,30,4.8,28.634507,76.826106,28.686755,76.766586,2024-02-16,07:08:37,446.0,32.0,Delivered,8.215,Delhi,Metro,0.9659258262890683,-0.25881904510252063,6.102558594613569,1,4,0,-1,1,-0.10570753077312145,-0.09136499417126623
ORD0078,DP0310,25,4.4,28.416158,77.349029,28.356491,77.432652,2024-03-23,13:59:30,341.0,55.0,Delivered,10.533,Delhi,Metro,-0.2588190451025208,-0.9659258262890683,5.834810737062605,1,2,0,1,1,0.8154731732076335,-1.3459246906961084
ORD0079,DP0185,33,4.3,28.387685,77.281247,28.456164,77.207875,2024-06-05,12:59:32,448.0,52.0,Delivered,10.463,Delhi,Metro,1.2246467991473532e-16,-1.0,6.1070228877422545,1,2,0,1,1,0.866105541418652,-0.8870023140531612
ORD0080,DP0376,35,3.2,13.095281,77.683371,13.135893,77.739061,2025-07-31,13:03:26,104.0,32.0,Cancelled,7.534,Bengaluru,Metro,-0.2588190451025208,-0.9659258262890683,4.653960350157523,1,4,-1,-1,1,-1.5205451563380898,-1.204469845835917
ORD0081,DP0297,31,3.7,18.798666,72.58923,18.861419,72.469845,2025-07-03,07:12:34,360.0,50.0,Delivered,14.372,Mumbai,Metro,0.9659258262890683,-0.25881904510252063,5.8888779583328805,1,2,-1,-1,1,0.941059885313687,-1.42743499626788
ORD0082,DP0269,29,3.4,13.061844,77.340082,12.959652,77.328196,2024-12-24,13:24:56,539.0,40.0,Delivered,11.436,Bengaluru,Metro,-0.2588190451025208,-0.9659258262890683,6.29156913955832,1,2,0,1,1,0.7886534926467911,-0.2564691544654073
ORD0083,DP0310,29,3.1,17.411592,78.748777,17.516852,78.732571,2024-02-11,10:01:32,1182.0,51.0,Delivered,11.83,Hyderabad,Metro,0.49999999999999994,-0.8660254037844387,7.075808863978387,1,1,-1,-1,1,2.195982267943844,0.7803731445533951
ORD0084,DP0226,38,4.2,17.297703,78.252628,17.40518,78.18965,2025-01-14,17:34:30,292.0,32.0,Cancelled,13.693,Hyderabad,Metro,-0.9659258262890683,-0.25881904510252063,5.680172609017068,1,2,0,-1,1,0.4141304342560629,-1.0351059376848617
ORD0085,DP0018,35,5.0,28.573051,77.478705,28.553533,77.334647,2025-01-19,15:26:41,238.0,60.0,Delivered,14.235,Delhi,Metro,-0.7071067811865471,-0.7071067811865479,5.476463551931511,1,2,0,1,1,1.2324862288387954,-2.342101222493766
ORD0086,DP0013,31,4.2,18.743717,72.904346,18.706077,72.959001,2025-01-03,22:14:42,296.0,32.0,Cancelled,7.117,Mumbai,Metro,-0.5000000000000004,0.8660254037844384,5.6937321388027,1,3,0,1,1,-0.30910761086163807,-0.12261441827616316
ORD0087,DP0300,35,4.2,13.048676,80.45744,13.082988,80.389595,2025-08-18,10:02:19,797.0,30.0,Delivered,8.28,Chennai,Metro,0.49999999999999994,-0.8660254037844387,6.682108597449809,1,1,0,-1,1,0.46984732649367944,0.8850019196309017
ORD0088,DP0128,29,4.7,18.814591,72.702461,18.763508,72.823009,2025-05-18,19:46:52,529.0,61.0,Delivered,13.903,Mumbai,Metro,-0.9659258262890684,0.2588190451025203,6.272877006546167,1,2,0,1,1,2.207282543733954,-1.2348108807282556
ORD0089,DP0361,33,3.6,12.970775,80.178382,13.028802,80.10385,2025-06-10,15:46:43,290.0,32.0,Cancelled,10.336,Chennai,Metro,-0.7071067811865471,-0.7071067811865479,5.673323267171493,1,2,0,1,1,-0.15476897001723078,-0.612972963799937
ORD0090,DP0065,28,4.3,13.008713,80.267062,12.993049,80.298053,2025-07-14,19:44:32,602.0,25.0,Delivered,3.783,Chennai,Metro,-0.9659258262890684,0.2588190451025203,6.401917196727186,1,3,0,1,1,-0.170429938157998,1.293325795104638
ORD0091,DP0010,34,4.4,13.116774,77.755589,13.228666,77.687131,2025-07-14,21:34:48,450.0,74.0,Delivered,14.482,Bengaluru,Metro,-0.7071067811865477,0.7071067811865474,6.111467339502679,1,2,0,1,1,2.4744389719385835,-1.7767792818032835
ORD0092,DP0039,24,4.6,19.286432,72.893222,19.305428,72.864546,2024-05-21,11:28:46,827.0,16.0,Delivered,3.677,Mumbai,Metro,0.258819045102521,-0.9659258262890682,6.71901315438526,1,4,-1,-1,1,-0.38032155136137874,1.7991082626439951
ORD0093,DP0137,28,4.3,19.019726,73.054069,19.056934,73.087558,2024-05-19,22:33:46,257.0,26.0,Delivered,5.432,Mumbai,Metro,-0.5000000000000004,0.8660254037844384,5.552959584921617,1,3,0,1,1,-0.8218957601953029,0.07723001967213033
ORD0094,DP0202,32,4.6,12.977341,80.141303,13.075786,80.07878,2024-04-13,13:29:16,334.0,32.0,Cancelled,12.873,Chennai,Metro,-0.2588190451025208,-0.9659258262890683,5.814130531825066,1,2,0,1,1,0.29862480925264356,-1.000641074885515
ORD0095,DP0388,29,4.8,12.765327,77.441479,12.750873,77.493693,2024-07-19,17:44:22,319.0,21.0,Delivered,5.886,Bengaluru,Metro,-0.9659258262890683,-0.25881904510252063,5.768320995793772,1,3,0,1,1,-0.7440144347782978,0.19312375799287845
ORD0096,DP0094,32,5.0,18.544299,73.792039,18.45575,73.747182,2024-02-04,21:59:29,151.0,41.0,Delivered,10.923,Pune,Metro,-0.7071067811865477,0.7071067811865474,5.0238805208462765,1,2,0,-1,1,0.0026698565924494497,-1.6569840478912166
ORD0097,DP0131,24,5.0,18.861966,72.574534,18.991139,72.594486,2025-05-15,20:39:01,517.0,64.0,Delivered,14.516,Mumbai,Metro,-0.8660254037844386,0.5000000000000001,6.249975242259483,1,2,0,-1,1,2.439057370834454,-1.4755118946031436
ORD0098,DP0231,32,4.3,28.425252,77.13822,28.436671,77.206937,2024-10-17,15:01:19,504.0,22.0,Delivered,6.838,Delhi,Metro,-0.7071067811865471,-0.7071067811865479,6.22455842927536,1,3,0,1,1,-0.2913981906664762,0.6393858945990052
ORD0099,DP0181,36,4.3,22.564364,88.702949,22.644359,88.671374,2024-03-18,21:24:44,422.0,44.0,Delivered,9.467,Kolkata,Metro,-0.7071067811865477,0.7071067811865474,6.0473721790462776,1,3,0,1,1,0.7365450845606677,-0.3530910051561735
ORD0100,DP0370,26,4.7,28.577003,76.822058,28.555811,76.740526,2024-05-27,00:01:29,356.0,18.0,Delivered,8.304,Delhi,Metro,0.0,1.0,5.877735781779639,1,3,-1,-1,1,-0.4341710877903619,0.22798814985543164
ORD0101,DP0127,19,4.1,12.697589,77.520494,12.747537,77.587258,2025-05-08,08:24:01,156.0,54.0,Delivered,9.126,Bengaluru,Metro,0.8660254037844387,-0.4999999999999998,5.056245805348308,1,2,-1,-1,1,-0.21618044891419158,-1.8961671534861728
ORD0102,DP0320,32,4.2,13.125584,77.673524,13.17797,77.783226,2025-06-25,07:00:50,313.0,63.0,Delayed,13.23,Bengaluru,Metro,0.9659258262890683,-0.25881904510252063,5.749392985908253,1,2,0,-1,1,1.136469142604944,-1.9045989668043193
